Listing_ID,Host_Name,Property_Type,Location,Bedrooms,Bathrooms,Accommodates,Review_Score,Number_of_Reviews,Superhost,Host_Experience,Cleaning_Fee,Minimum_Nights,Amenities_Score,Instant_Bookable,Nightly_Price
990641,Noah Le,Apartment,Outer Suburb,1,1,2,4.81,60,No,1,48.0,5,8.0,No,103.6
991111,Daniel Patel,House,Inner Suburb,2,3,4,4.34,15,No,2,67.0,7,5.0,No,234.33
996676,Oliver Jones,House,CBD,3,2,5,4.41,11,No,7,88.0,2,7.0,Yes,456.96
993143,Lucas Khan,Apartment,Regional,1,2,4,4.25,32,Yes,2,40.0,1,3.0,Yes,194.32
996661,Oliver Brown,Townhouse,Outer Suburb,3,2,6,,34,No,6,,1,8.0,Yes,279.05
993383,Priya Scott,Studio,Outer Suburb,1,2,3,4.53,8,No,4,73.0,10,8.0,Yes,144.36
995011,Aisha Smith,Townhouse,Regional,3,2,6,4.48,56,Yes,5,60.0,5,6.0,No,259.67
996640,Zoe Nguyen,Apartment,Inner Suburb,1,2,2,4.26,26,No,9,48.0,1,7.0,No,267.22
992347,Minh King,Studio,Outer Suburb,1,2,3,4.56,31,Yes,4,35.0,5,7.0,No,132.96
992587,Grace Khan,House,Inner Suburb,3,3,6,4.3,58,No,8,81.0,1,4.0,Yes,438.49
994626,Daniel Anderson,House,CBD,5,3,9,4.5,78,No,1,106.0,1,8.0,Yes,512.8
993272,Emma Smith,Apartment,Inner Suburb,1,1,1,4.89,44,Yes,0,64.0,1,7.0,Yes,303.14
992950,Amelia Brown,House,Inner Suburb,3,2,6,4.4,30,No,5,59.0,1,5.0,No,314.6
997132,Amelia Singh,Studio,CBD,1,1,2,4.65,35,Yes,0,41.0,1,6.0,No,173.82
991489,Ethan Harris,Apartment,Inner Suburb,2,1,5,4.39,30,No,5,47.0,2,5.0,Yes,149.42
995901,Emily Anderson,House,Regional,3,3,7,4.13,17,No,4,70.0,1,3.0,No,321.16
993994,Daniel Young,Apartment,Outer Suburb,1,1,3,4.08,24,Yes,2,52.0,14,3.0,Yes,111.13
990790,Linh Nguyen,House,CBD,4,3,7,4.59,89,No,3,92.0,2,,Yes,503.2
991120,Emma Jones,Apartment,Outer Suburb,1,1,3,3.84,5,No,2,40.0,1,3.0,Yes,155.43
993284,Minh Martin,Apartment,Outer Suburb,1,1,2,4.6,78,Yes,4,59.0,2,4.0,No,207.56
995833,Wei Wilson,House,Inner Suburb,2,2,6,4.37,58,No,12,49.0,2,6.0,Yes,478.12
992285,An Tran,Apartment,CBD,1,2,1,4.04,135,No,9,43.0,1,1.0,No,195.64
992202,Noah Wang,House,Outer Suburb,2,3,4,4.59,48,Yes,6,66.0,1,,Yes,330.28
994062,Ava Young,Apartment,Regional,1,2,2,4.24,42,Yes,3,49.0,7,4.0,Yes,190.51
995504,Daniel Clark,House,Inner Suburb,3,2,8,4.39,76,Yes,4,57.0,2,4.0,Yes,484.94
997466,Linh Martin,Apartment,Inner Suburb,1,1,1,4.9,44,Yes,8,59.0,2,6.0,No,245.28
993722,Ben White,Apartment,CBD,1,1,1,4.53,19,No,2,51.0,1,7.0,Yes,330.69
990834,Sophie Anderson,House,Outer Suburb,4,2,8,4.37,15,No,2,72.0,1,4.0,Yes,309.63
990312,Ava Harris,Apartment,Inner Suburb,1,2,3,4.78,34,No,2,46.0,1,5.0,Yes,214.13
993623,Wei Taylor,House,CBD,3,2,7,4.23,35,Yes,7,58.0,1,3.0,Yes,452.42
990706,Sophie Wilson,Apartment,Outer Suburb,1,1,4,4.02,12,No,1,33.0,3,4.0,Yes,269.9
991282,Linh Khan,Villa,CBD,3,3,5,4.47,103,No,3,78.0,3,6.0,Yes,501.51
997663,Thomas Tran,Apartment,Outer Suburb,2,2,6,4.35,14,No,8,69.0,5,8.0,No,320.41
996892,Ava Wang,Apartment,Outer Suburb,1,1,2,4.3,35,Yes,2,49.0,3,7.0,Yes,178.46
992836,Amelia Ali,House,Outer Suburb,5,3,9,4.38,17,No,5,100.0,1,9.0,Yes,538.3
991362,Lily Walker,Apartment,Inner Suburb,1,2,2,4.22,168,Yes,3,54.0,1,3.0,No,209.88
993481,Jack Thomas,Apartment,Regional,2,2,6,4.31,77,No,2,56.0,1,7.0,No,239.63
996878,Olivia Chen,Apartment,Inner Suburb,1,2,3,4.3,45,Yes,3,69.0,1,7.0,Yes,328.21
997550,Mei White,Studio,CBD,1,1,1,4.51,92,No,15,49.0,2,4.0,Yes,388.81
993054,Olivia Singh,Apartment,Inner Suburb,2,2,3,4.47,81,Yes,12,59.0,5,5.0,Yes,275.35
994128,Oliver Lee,House,Outer Suburb,2,2,3,4.15,18,No,2,58.0,1,4.0,No,238.71
994736,Mei Clark,Apartment,Inner Suburb,2,2,4,4.83,47,No,1,60.0,1,5.0,Yes,360.35
996997,Lucas Scott,House,Inner Suburb,3,2,8,,23,No,4,,1,6.0,Yes,410.55
994709,An Martin,Apartment,Inner Suburb,1,1,4,4.42,52,Yes,0,40.0,3,4.0,No,234.5
993434,James Lee,House,Inner Suburb,4,2,8,4.16,43,No,2,91.0,3,6.0,No,431.62
991116,Olivia Nguyen,Studio,Inner Suburb,1,1,2,4.15,35,No,0,57.0,1,6.0,No,220.67
992565,Thomas Scott,Villa,Outer Suburb,3,2,8,4.54,71,Yes,2,75.0,2,7.0,Yes,433.65
995994,Mai Smith,Studio,Inner Suburb,1,2,4,4.33,156,Yes,10,43.0,3,4.0,Yes,201.65
990560,An Chen,Apartment,Outer Suburb,3,2,7,4.1,37,No,9,85.0,3,,No,335.05
994015,William Nguyen,Studio,CBD,1,1,1,4.3,66,Y,9,44.0,2,4.0,Yes,249.81
991271,Ava Taylor,Townhouse,Inner Suburb,2,1,4,4.14,49,Yes,12,56.0,1,3.0,No,359.99
996760,Priya Brown,Apartment,Inner Suburb,2,2,4,4.57,48,Yes,1,64.0,1,7.0,Yes,308.68
992571,Samuel Khan,Villa,Regional,3,4,6,4.08,2,No,0,88.0,1,6.0,Yes,519.01
991597,Oliver Tran,House,Regional,5,3,10,4.53,32,No,3,109.0,1,10.0,No,504.9
996414,Ava Patel,Apartment,Inner Suburb,1,1,3,4.27,20,No,4,50.0,5,5.0,Yes,353.95
993818,Henry Taylor,Studio,Inner Suburb,1,1,2,4.48,5,No,0,50.0,1,3.0,Yes,67.39
996169,Emily Thomas,Apartment,Inner Suburb,2,2,3,4.08,45,No,6,63.0,2,6.0,No,374.26
996073,Emily Smith,Apartment,Inner Suburb,2,1,5,4.5,21,No,2,53.0,3,4.0,No,213.92
990412,Sarah Khan,Apartment,Regional,1,1,4,4.36,54,Yes,3,44.0,1,6.0,No,176.33
996756,Sophie Patel,Apartment,CBD,2,2,4,4.29,212,Yes,6,56.0,2,6.0,Yes,257.2
993076,David Tran,Studio,CBD,1,1,2,4.21,34,No,0,38.0,5,4.0,No,219.86
992559,Lily Clark,Apartment,Regional,2,3,6,4.43,86,No,14,55.0,2,8.0,No,311.25
997211,Emily Anderson,Apartment,Outer Suburb,1,1,4,4.46,38,No,9,54.0,4,6.0,Yes,222.05
997969,Liam Brown,Apartment,Outer Suburb,1,2,2,4.12,60,Yes,2,40.0,1,4.0,Yes,202.72
991299,Mia Scott,House,CBD,4,3,10,4.44,156,Yes,2,98.0,2,7.0,Yes,453.37
995896,Mia Khan,House,CBD,2,2,3,4.74,53,Yes,2,57.0,2,6.0,No,368.04
991906,Emily Patel,Apartment,Inner Suburb,1,2,2,4.8,27,Yes,4,37.0,3,3.0,Yes,218.88
995033,Liam Young,Apartment,CBD,2,2,6,4.5,124,Yes,2,54.0,2,6.0,Yes,348.06
994147,Aisha Nguyen,Studio,Inner Suburb,1,1,2,4.57,48,No,13,45.0,3,9.0,No,152.07
996477,Arjun Martin,Townhouse,Inner Suburb,4,3,8,4.54,70,Yes,4,78.0,2,5.0,Yes,367.24
996493,William Wilson,House,Inner Suburb,4,3,8,4.51,55,Yes,1,92.0,2,,Yes,566.32
990679,Henry Clark,Villa,CBD,4,2,8,4.64,66,No,1,79.0,7,8.0,Yes,530.69
993903,Mei Young,House,Regional,4,2,10,4.35,10,No,2,90.0,1,6.0,Yes,339.98
997176,Mia White,House,Inner Suburb,2,2,4,4.29,83,No,1,69.0,1,4.0,Yes,285.13
995051,David Chen,Apartment,CBD,2,2,4,4.58,86,Yes,6,60.0,3,6.0,Yes,316.69
993030,Sarah Scott,Apartment,CBD,1,1,2,4.34,95,No,1,64.0,1,8.0,Yes,343.86
991050,Daniel Walker,Townhouse,Outer Suburb,3,2,6,4.35,31,No,4,69.0,1,6.0,Yes,292.56
993746,Grace Walker,Townhouse,CBD,2,2,4,3.97,13,No,6,51.0,3,5.0,No,402.7
997235,Arjun Singh,House,CBD,4,2,10,4.78,18,No,9,73.0,3,7.0,Yes,365.51
995473,Liam Taylor,Apartment,Inner Suburb,1,2,2,4.89,63,Yes,9,50.0,1,3.0,No,332.41
996600,Minh Clark,Studio,Outer Suburb,1,1,2,4.59,16,No,1,49.0,3,8.0,No,157.62
992910,Liam Thomas,Apartment,Outer Suburb,1,2,2,4.44,50,Yes,9,59.0,2,6.0,Yes,297.1
992842,Mei Thomas,Apartment,Inner Suburb,1,2,1,4.15,34,No,1,56.0,1,4.0,Yes,315.05
992701,Minh King,Apartment,Inner Suburb,1,2,1,4.82,66,Yes,4,66.0,1,6.0,Yes,264.44
990993,Minh Nguyen,Apartment,Inner Suburb,3,2,8,4.33,3,No,2,65.0,1,4.0,Yes,373.43
992546,David Tran,House,Outer Suburb,4,2,8,4.08,39,No,0,88.0,1,6.0,Yes,372.34
997076,Lucas Lee,Apartment,CBD,1,1,2,4.54,55,No,12,52.0,2,6.0,No,271.09
995377,Ava Ali,House,Inner Suburb,3,3,8,4.6,24,No,0,89.0,1,8.0,Yes,431.33
992861,Mei Tran,Townhouse,Regional,3,2,6,4.5,21,No,3,83.0,2,6.0,No,432.81
991679,Lily Tran,Villa,Outer Suburb,5,3,10,4.17,120,No,2,106.0,1,8.0,Yes,399.35
996962,Michael Smith,Apartment,Regional,3,3,6,4.06,105,No,3,71.0,2,5.0,Yes,245.1
994643,Wei Thomas,House,CBD,2,2,5,4.32,52,No,4,67.0,3,4.0,Yes,294.47
996838,Oliver Smith,Townhouse,CBD,3,2,8,4.41,87,No,1,64.0,1,7.0,No,311.5
997949,Ava Nguyen,Apartment,Regional,1,2,2,4.42,77,Yes,2,47.0,3,6.0,Yes,210.68
990994,Daniel Ali,Apartment,Outer Suburb,2,2,4,4.82,4,No,3,53.0,1,4.0,No,361.18
992872,Minh Walker,Apartment,Outer Suburb,2,2,4,4.38,66,No,2,65.0,1,6.0,Yes,209.28
997645,David Smith,House,Inner Suburb,4,2,9,3.85,30,No,1,86.0,4,5.0,No,481.88
990144,Emma Walker,Apartment,Regional,2,1,6,4.35,70,No,12,65.0,2,5.0,No,273.13
994628,Minh King,House,Inner Suburb,4,3,9,4.45,14,No,2,81.0,2,5.0,No,450.45
996201,Emma Harris,Apartment,Outer Suburb,2,1,6,5.0,38,No,15,52.0,2,9.0,Yes,263.64
995883,Anna Ali,Apartment,Outer Suburb,3,2,6,5.0,103,Yes,1,57.0,5,5.0,Yes,253.14
994716,David Young,House,Inner Suburb,3,2,5,4.63,55,Yes,13,73.0,1,5.0,No,475.85
991112,Linh Singh,Apartment,Outer Suburb,2,2,4,4.43,131,No,5,69.0,1,8.0,Yes,189.71
990516,David Wang,Studio,Inner Suburb,1,1,1,4.76,88,Yes,9,46.0,3,6.0,No,299.17
990257,Mei Scott,Studio,CBD,1,1,1,4.18,68,No,1,48.0,5,5.0,No,128.84
995391,Henry Wang,Studio,Inner Suburb,1,1,2,4.47,40,Yes,4,44.0,1,7.0,Yes,277.66
992029,James Young,Apartment,Regional,1,1,1,4.37,203,Yes,10,37.0,1,5.0,Yes,125.45
991295,Henry Le,Apartment,Outer Suburb,1,1,3,4.9,39,No,3,53.0,2,6.0,No,200.62
993950,Chloe Le,Studio,Regional,1,1,2,4.47,37,Y,1,50.0,4,7.0,Yes,118.99
993849,Aisha Smith,Apartment,Regional,1,1,2,4.69,80,Yes,1,71.0,2,7.0,No,168.24
991686,Noah Singh,Townhouse,Inner Suburb,3,2,6,4.71,133,No,1,69.0,3,4.0,Yes,302.77
992452,Olivia Lee,Villa,Regional,4,3,7,4.69,58,Yes,15,111.0,2,8.0,Yes,540.0
994570,Ben Lee,Apartment,Outer Suburb,1,2,3,3.9,10,No,0,45.0,2,5.0,Yes,252.54
995544,Anna Taylor,Apartment,CBD,2,2,4,4.82,12,No,2,58.0,1,5.0,Yes,305.16
993311,James Brown,Apartment,CBD,2,2,6,4.68,8,No,3,60.0,2,5.0,Yes,262.51
994259,Priya Jones,Apartment,CBD,2,2,4,4.14,92,No,1,58.0,3,6.0,Yes,271.99
991876,Sophie Thomas,Studio,Outer Suburb,1,1,1,3.94,37,No,2,57.0,3,6.0,Yes,197.1
995021,Ava Smith,House,Inner Suburb,4,3,7,4.5,11,No,0,94.0,1,7.0,No,334.55
990071,Minh Brown,Studio,Regional,1,1,1,4.28,6,No,2,41.0,1,2.0,No,102.79
990229,Ethan Lee,Apartment,CBD,2,2,3,3.97,62,Yes,0,69.0,4,5.0,No,339.43
997738,Mei Chen,Apartment,Inner Suburb,2,2,5,4.7,78,Yes,7,82.0,1,7.0,Yes,355.74
995119,David Scott,Townhouse,Outer Suburb,3,2,5,4.84,66,Yes,0,67.0,4,7.0,No,318.54
992848,Oliver Lee,House,Outer Suburb,4,3,10,4.51,46,No,8,94.0,2,6.0,No,453.5
991229,Daniel Patel,House,Regional,4,2,8,4.27,20,No,1,88.0,2,5.0,Yes,369.92
992239,Ben Thomas,Studio,Regional,1,1,2,4.84,12,No,4,53.0,4,7.0,Yes,213.34
994832,Amelia Smith,Townhouse,CBD,2,2,4,4.52,75,Yes,1,63.0,1,8.0,Yes,401.34
996697,Ben Brown,Townhouse,Inner Suburb,3,1,6,3.94,83,No,0,76.0,1,5.0,No,340.3
990358,James White,Studio,CBD,1,1,2,4.1,31,No,8,60.0,1,4.0,Yes,263.36
996490,Lucas Harris,Townhouse,Outer Suburb,2,2,6,4.4,37,No,0,61.0,3,6.0,No,319.74
994641,Sophie Singh,Apartment,Regional,2,2,3,4.02,9,No,1,61.0,1,2.0,Yes,187.71
991717,Henry Tran,House,CBD,4,2,9,4.51,23,Yes,0,88.0,1,6.0,Yes,493.44
991294,Emma Martin,House,CBD,4,3,8,4.79,19,Yes,2,82.0,1,6.0,No,582.46
994900,Aisha Lee,Apartment,CBD,2,2,6,4.39,68,No,15,62.0,1,6.0,No,375.5
994569,Amelia Brown,House,Inner Suburb,4,2,10,4.54,12,No,2,94.0,2,6.0,No,483.98
996299,Zoe Ali,Townhouse,CBD,3,3,6,4.44,23,No,2,78.0,2,6.0,Yes,400.07
991917,Henry Clark,Apartment,CBD,1,2,2,4.48,23,Yes,11,50.0,1,6.0,Yes,284.1
996994,William Thomas,House,Outer Suburb,5,3,10,4.39,14,No,4,112.0,2,7.0,Yes,519.1
992255,Ben Brown,Apartment,Outer Suburb,2,2,4,4.33,141,No,7,61.0,2,3.0,Yes,321.95
993000,Zoe Thomas,Apartment,Outer Suburb,2,3,6,4.42,47,No,15,66.0,1,5.0,No,129.64
993251,Oliver Chen,Apartment,Regional,2,2,5,4.51,103,Yes,6,63.0,1,7.0,No,268.74
991483,Sophie Jones,Apartment,Outer Suburb,1,1,2,4.61,8,No,2,59.0,2,6.0,Yes,213.48
995777,Noah Lee,Apartment,Outer Suburb,1,1,4,4.28,98,No,10,39.0,3,5.0,Yes,200.24
992023,Amelia Le,Townhouse,Regional,2,2,3,4.63,33,No,2,61.0,2,8.0,Yes,266.22
996230,Lucas Jones,Townhouse,Regional,2,2,3,4.78,37,Yes,1,63.0,1,8.0,No,364.31
990686,Hannah King,House,Inner Suburb,3,2,6,4.86,18,Yes,0,77.0,2,9.0,No,453.57
994173,James Jones,Apartment,Outer Suburb,1,2,1,4.49,17,No,1,49.0,1,5.0,Yes,204.44
992489,Sophie Walker,House,Regional,3,2,6,4.24,104,Yes,2,70.0,3,7.0,Yes,343.1
993900,Grace Ali,Studio,Inner Suburb,1,1,1,4.0,12,No,1,53.0,4,5.0,No,206.25
994339,Sarah Singh,Apartment,Outer Suburb,1,2,2,4.54,53,Yes,10,48.0,1,3.0,No,274.49
996700,Omar Harris,House,Inner Suburb,2,2,3,4.75,38,Yes,6,68.0,1,9.0,Yes,387.76
992451,Priya Le,Studio,Inner Suburb,1,1,2,4.61,197,No,9,46.0,1,5.0,Yes,158.84
995447,Hannah Ali,House,CBD,2,1,6,4.21,80,Yes,5,53.0,2,6.0,No,294.56
991147,Aisha Wilson,Apartment,Outer Suburb,1,1,2,3.77,62,No,9,46.0,2,6.0,No,133.7
990816,Arjun King,Studio,Regional,1,2,3,4.28,32,Yes,3,61.0,2,7.0,Yes,142.69
997987,Minh Chen,House,Inner Suburb,3,2,5,4.52,210,No,0,62.0,5,5.0,No,295.76
991898,Priya White,House,Outer Suburb,4,3,8,3.98,82,No,3,85.0,2,6.0,Yes,472.69
994204,Minh Chen,House,Inner Suburb,4,3,10,4.71,61,Yes,8,87.0,4,5.0,No,446.71
990337,Ben Walker,Studio,Inner Suburb,1,2,4,,94,Yes,3,,1,7.0,No,284.67
993107,Amelia Patel,Studio,Inner Suburb,1,2,4,4.39,167,No,1,68.0,2,6.0,Yes,371.42
997374,William Chen,Studio,Regional,1,1,2,4.01,72,N,0,40.0,1,1.0,Yes,150.35
996956,Olivia White,Apartment,CBD,1,1,3,4.48,39,Yes,1,48.0,2,4.0,Yes,265.8
995175,Henry Walker,House,CBD,2,2,4,4.62,61,Yes,2,78.0,5,10.0,Yes,377.69
995220,Hannah Chen,Studio,Regional,1,2,1,4.7,62,Yes,4,45.0,2,5.0,No,155.15
990039,Mei Anderson,Apartment,Outer Suburb,3,3,8,3.71,4,No,1,70.0,1,6.0,No,382.02
994413,Omar Wang,Studio,Outer Suburb,1,1,4,4.5,67,No,8,48.0,1,3.0,Yes,222.49
993127,Hannah Patel,Studio,Inner Suburb,1,1,2,4.51,54,Yes,1,39.0,7,6.0,No,186.78
990051,Henry Nguyen,Apartment,Regional,1,1,1,4.66,63,No,4,55.0,2,7.0,No,146.43
993598,Mai Taylor,Studio,Regional,1,2,3,4.04,9,No,1,58.0,3,4.0,No,204.44
990787,Lily Khan,Townhouse,CBD,2,2,4,4.6,41,Yes,9,76.0,4,7.0,No,389.75
991561,An Brown,Studio,CBD,1,2,2,4.74,98,Yes,15,47.0,2,5.0,Yes,224.65
991324,Linh Le,Studio,Inner Suburb,1,1,2,5.0,76,Yes,9,42.0,1,7.0,Yes,189.45
994258,Daniel Martin,Townhouse,CBD,4,3,7,4.69,43,No,2,91.0,2,7.0,Yes,443.95
995589,Omar Wilson,Apartment,Inner Suburb,1,1,4,3.91,6,No,0,50.0,3,6.0,Yes,137.93
997017,Thomas Harris,Townhouse,CBD,2,2,4,4.29,82,No,2,70.0,2,7.0,No,304.24
997944,Olivia Young,House,Outer Suburb,2,2,5,4.35,42,No,10,61.0,1,4.0,Yes,301.64
992764,Ben Taylor,Studio,Regional,1,2,1,4.2,92,No,4,24.0,2,5.0,No,155.69
996342,Minh Taylor,Studio,Regional,1,2,4,4.24,63,Yes,12,50.0,3,4.0,No,213.75
995704,David Wang,Townhouse,Outer Suburb,4,2,8,4.7,55,Yes,9,108.0,3,5.0,Yes,412.79
992886,Sophie Clark,Apartment,Inner Suburb,2,3,3,4.96,106,Yes,13,70.0,1,7.0,Yes,364.8
996531,Ben Singh,Apartment,Regional,1,1,4,4.68,138,Y,0,40.0,1,4.0,No,229.6
991080,Hannah Wang,Townhouse,Inner Suburb,3,1,8,4.92,44,Yes,1,73.0,1,7.0,Yes,369.97
990072,Ben Thomas,Apartment,Outer Suburb,2,2,3,4.26,47,No,4,65.0,2,4.0,No,293.6
995842,Mei Brown,Apartment,Regional,3,3,6,4.47,4,No,1,65.0,1,6.0,Yes,240.18
990945,Lily Thomas,Studio,CBD,1,1,4,4.76,27,Yes,2,42.0,1,3.0,Yes,310.36
992205,Henry Wang,House,Inner Suburb,4,2,7,3.97,69,No,15,53.0,1,4.0,Yes,414.54
990351,Jack Smith,Studio,Regional,1,1,1,4.71,23,No,2,47.0,2,8.0,No,208.46
991130,Grace Clark,Townhouse,Inner Suburb,3,2,7,4.61,48,Yes,8,68.0,3,8.0,No,413.41
996500,Ava Harris,House,Outer Suburb,3,3,5,4.6,51,No,1,77.0,2,6.0,No,189.69
993647,Zoe Le,Apartment,CBD,2,2,6,4.41,98,No,3,55.0,10,5.0,Yes,213.61
993549,Lily Jones,House,Outer Suburb,3,2,6,4.48,18,Yes,2,71.0,1,7.0,No,338.41
997947,James Clark,Apartment,Outer Suburb,2,1,4,4.43,43,Yes,9,46.0,2,6.0,Yes,255.75
992759,Chloe King,Apartment,Inner Suburb,1,2,2,5.0,16,Yes,3,54.0,2,7.0,No,241.58
996613,Priya Brown,Apartment,Outer Suburb,2,2,6,4.79,14,No,3,68.0,2,8.0,Yes,343.52
995524,Emily Jones,Studio,Outer Suburb,1,2,1,4.04,21,No,8,32.0,1,4.0,Yes,102.94
997110,Emily Scott,Apartment,Outer Suburb,1,1,4,4.77,14,No,7,33.0,1,7.0,No,263.98
993592,Amelia Nguyen,Studio,CBD,1,1,2,4.65,30,No,1,58.0,1,7.0,Yes,332.29
991566,Linh Lee,Apartment,Inner Suburb,1,1,2,4.81,123,No,1,45.0,3,7.0,Yes,136.56
996138,Mai Thomas,House,Inner Suburb,4,3,9,4.25,83,Yes,5,83.0,1,5.0,No,455.66
994135,Omar Young,House,Outer Suburb,4,3,10,4.3,2,No,0,111.0,2,7.0,No,351.78
997757,Mei King,House,Regional,3,2,6,4.59,6,No,0,76.0,2,9.0,Yes,311.44
996773,Liam Thomas,Studio,Regional,1,1,3,4.57,38,No,3,61.0,1,6.0,Yes,205.63
995610,Lily King,Apartment,Inner Suburb,3,3,6,4.25,60,Yes,2,87.0,2,7.0,Yes,329.96
991970,Daniel Wilson,Apartment,Regional,1,2,2,4.09,83,No,2,44.0,1,6.0,No,114.73
991628,Jack Walker,Apartment,Inner Suburb,2,1,5,4.66,11,No,3,66.0,1,5.0,No,265.78
992468,Emily Harris,Apartment,Outer Suburb,3,2,8,4.51,29,No,3,82.0,1,5.0,No,221.45
997773,Wei Ali,House,Inner Suburb,3,3,6,4.48,67,No,1,78.0,3,7.0,No,456.53
993862,Noah Smith,Studio,Outer Suburb,1,1,2,4.56,42,Yes,5,56.0,2,7.0,Yes,164.6
995025,Mai Patel,Studio,Inner Suburb,1,2,4,4.52,57,Yes,2,56.0,1,6.0,Yes,184.44
994064,William Wang,Apartment,Regional,2,2,4,3.92,19,No,2,71.0,3,5.0,No,255.18
992431,Lily Brown,Townhouse,Inner Suburb,2,3,5,4.36,39,No,9,72.0,7,4.0,No,291.08
996551,An Patel,Apartment,Outer Suburb,3,2,7,4.4,28,Yes,5,74.0,2,6.0,No,315.51
994535,Aisha Smith,Apartment,Outer Suburb,3,2,5,4.13,5,No,2,74.0,5,7.0,Yes,258.49
997494,Mai White,Studio,CBD,1,2,2,4.42,78,Yes,3,41.0,7,6.0,No,191.39
995126,Michael Le,Apartment,CBD,1,2,2,4.11,23,No,2,73.0,2,6.0,No,199.24
996502,Wei Brown,Townhouse,Inner Suburb,2,2,4,4.36,58,No,4,71.0,1,4.0,No,281.74
997898,Jack Patel,Villa,Outer Suburb,3,3,6,4.31,68,Yes,4,75.0,2,6.0,Yes,353.22
991148,James Scott,Studio,Regional,1,1,2,4.01,45,No,9,39.0,3,4.0,Yes,190.95
995802,Amelia Smith,House,Inner Suburb,4,3,10,4.94,60,Yes,5,108.0,1,8.0,Yes,550.74
994642,Lucas Wang,Townhouse,CBD,2,2,4,4.89,141,Yes,8,69.0,1,7.0,Yes,367.39
990894,Hannah Ali,House,CBD,3,3,7,,20,Yes,2,88.0,3,9.0,No,446.88
992380,Amelia Smith,Studio,Regional,1,2,4,4.23,46,No,7,56.0,2,6.0,No,168.79
991798,Olivia Scott,Studio,Outer Suburb,1,2,2,4.41,37,Yes,1,62.0,1,6.0,No,286.98
994029,Ethan Nguyen,Townhouse,Inner Suburb,3,2,5,4.65,93,No,1,93.0,1,8.0,Yes,461.36
996115,Oliver Scott,Studio,Regional,1,1,2,4.32,100,Yes,4,61.0,2,7.0,No,133.19
996244,Henry Tran,House,Inner Suburb,4,3,8,4.73,101,No,1,94.0,1,8.0,No,451.4
994202,Sophie Martin,Apartment,Inner Suburb,3,2,7,4.88,48,Yes,1,82.0,2,6.0,Yes,321.92
992515,Jack Tran,Apartment,CBD,2,2,3,4.42,8,No,1,60.0,1,5.0,No,319.59
993308,Anna King,Apartment,Inner Suburb,2,2,5,4.13,15,No,4,45.0,1,4.0,Yes,247.41
996928,Zoe Ali,Apartment,Regional,1,1,4,4.03,39,Yes,4,41.0,1,7.0,No,177.44
992479,Thomas Walker,Apartment,Inner Suburb,3,2,7,,33,Yes,4,,1,6.0,No,286.7
995635,William Taylor,Apartment,Regional,1,2,4,4.01,94,Yes,3,48.0,1,6.0,Yes,138.98
991675,Emily Harris,Studio,Outer Suburb,1,1,1,4.15,13,No,2,43.0,1,5.0,Yes,110.31
994481,Linh Smith,House,Outer Suburb,4,3,8,4.49,30,No,3,102.0,3,10.0,Yes,408.28
996569,Emily Anderson,Apartment,CBD,1,1,1,4.73,41,No,0,45.0,1,6.0,No,303.12
997114,Zoe Anderson,House,Outer Suburb,3,3,6,4.39,91,No,0,79.0,2,2.0,No,262.83
997386,Ava Walker,Townhouse,Outer Suburb,2,2,5,3.71,7,No,2,48.0,1,3.0,Yes,235.82
997834,Priya Singh,House,CBD,5,3,10,4.07,34,No,10,106.0,2,9.0,Yes,555.21
997826,Mai Patel,Apartment,CBD,1,1,4,4.62,83,Yes,5,57.0,10,4.0,No,231.78
992867,Minh Khan,Apartment,Outer Suburb,1,2,4,4.34,0,No,0,45.0,3,4.0,No,201.25
991846,Thomas Wilson,Apartment,Inner Suburb,2,2,3,4.82,27,No,1,56.0,2,6.0,Yes,255.16
992989,Sarah Clark,Apartment,Outer Suburb,1,2,1,4.36,28,Yes,5,68.0,1,7.0,Yes,182.83
995434,William Wang,House,Inner Suburb,3,1,7,4.28,12,No,0,53.0,2,4.0,No,324.68
995839,Sarah King,House,Outer Suburb,3,2,7,4.62,18,No,3,54.0,2,2.0,Yes,291.06
992403,Grace Lee,Townhouse,Inner Suburb,3,1,6,4.63,127,Yes,8,62.0,3,4.0,Yes,341.78
990672,David Wilson,Apartment,Inner Suburb,1,1,2,4.33,48,Yes,5,52.0,2,6.0,Yes,286.71
996876,Noah Khan,Apartment,Inner Suburb,2,2,4,4.3,5,No,0,62.0,1,5.0,No,248.75
994418,Aisha Taylor,HOUSE,Regional,4,2,8,4.23,9,No,2,74.0,3,6.0,Yes,411.8
995987,Anna Taylor,Townhouse,Outer Suburb,3,2,6,4.26,84,No,2,62.0,4,5.0,No,306.62
993644,Jack Young,Apartment,Inner Suburb,1,1,2,4.33,7,No,3,37.0,1,6.0,Yes,224.98
992594,Zoe Martin,House,Inner Suburb,4,2,10,3.99,49,No,3,79.0,7,3.0,Yes,349.0
991822,Oliver Smith,Townhouse,Outer Suburb,3,2,5,4.59,71,No,2,75.0,5,6.0,Yes,248.5
993218,Isla Le,Apartment,CBD,2,2,5,4.44,27,Yes,0,69.0,7,7.0,Yes,298.77
993558,Liam Smith,Studio,Inner Suburb,1,2,2,3.96,19,No,5,49.0,1,3.0,No,210.22
995808,Olivia Wilson,Townhouse,CBD,2,2,5,4.74,58,No,3,47.0,14,7.0,No,418.77
